pop,ms,s.region,mom,rep,id,A.D.NA,surv,surv.to.seedling,rack
C86,A,A.s,EH0053,2,EH0053.2,A,1,1,3
C86,A,A.s,EH0053,3,EH0053.3,A,1,1,3
C86,A,A.s,EH0053,4,EH0053.4,A,1,1,3
C86,A,A.s,EH0053,5,EH0053.5,A,1,1,6
C86,A,A.s,EH0053,6,EH0053.6,A,1,1,6
C86,A,A.s,EH0053,7,EH0053.7,A,1,1,6
C86,A,A.s,EH0053,8,EH0053.8,A,1,1,6
C86,A,A.s,EH0053,9,EH0053.9,A,1,1,18
C86,A,A.s,EH0053,10,EH0053.10,A,1,1,18
C86,A,A.s,EH0053,11,EH0053.11,A,1,1,18
C86,A,A.s,EH0053,12,EH0053.12,A,1,1,18
C86,A,A.s,EH0053,13,EH0053.13,A,1,1,21
C86,A,A.s,EH0053,14,EH0053.14,A,1,1,21
C86,A,A.s,EH0053,15,EH0053.15,DEAD,0,0,21
C86,A,A.s,EH0053,16,EH0053.16,A,1,1,21
C86,A,A.s,EH0053,17,EH0053.17,A,1,1,39
C86,A,A.s,EH0053,18,EH0053.18,A,1,1,39
C86,A,A.s,EH0053,19,EH0053.19,A,1,1,39
C86,A,A.s,EH0053,20,EH0053.20,A,1,1,39
C86,A,A.s,EH0053,21,EH0053.21,A,1,1,40
C86,A,A.s,EH0053,22,EH0053.22,A,1,1,40
C86,A,A.s,EH0053,23,EH0053.23,A,1,1,40
C86,A,A.s,EH0053,24,EH0053.24,A,1,1,40
C86,A,A.s,EH0053,25,EH0053.25,A,1,1,41
C86,A,A.s,EH0053,26,EH0053.26,A,1,1,41
C86,A,A.s,EH0053,27,EH0053.27,A,1,1,41
C86,A,A.s,EH0053,28,EH0053.28,A,1,1,41
C86,A,A.s,EH0053,29,EH0053.29,D,0,0,43
C86,A,A.s,EH0053,30,EH0053.30,NA,NA,0,43
C86,A,A.s,EH0053,31,EH0053.31,A,1,1,43
C86,A,A.s,EH0053,32,EH0053.32,A,1,1,43
C86,A,A.s,EH0054,1,EH0054.1,A,1,1,2
C86,A,A.s,EH0054,2,EH0054.2,NA,NA,0,2
C86,A,A.s,EH0054,3,EH0054.3,NA,NA,0,2
C86,A,A.s,EH0054,4,EH0054.4,A,1,1,2
C86,A,A.s,EH0054,5,EH0054.5,A,1,1,6
C86,A,A.s,EH0054,6,EH0054.6,A,1,1,6
C86,A,A.s,EH0054,7,EH0054.7,A,1,1,6
C86,A,A.s,EH0054,8,EH0054.8,A,1,1,6
C86,A,A.s,EH0054,9,EH0054.9,A,1,1,7
C86,A,A.s,EH0054,10,EH0054.10,NA,NA,0,7
C86,A,A.s,EH0054,11,EH0054.11,A,1,1,7
C86,A,A.s,EH0054,12,EH0054.12,A,1,1,7
C86,A,A.s,EH0054,13,EH0054.13,A,1,1,15
C86,A,A.s,EH0054,14,EH0054.14,NA,NA,0,15
C86,A,A.s,EH0054,15,EH0054.15,D,0,0,15
C86,A,A.s,EH0054,16,EH0054.16,A,1,1,15
C86,A,A.s,EH0054,17,EH0054.17,A,1,1,23
C86,A,A.s,EH0054,18,EH0054.18,A,1,1,23
C86,A,A.s,EH0054,19,EH0054.19,A,1,1,23
C86,A,A.s,EH0054,20,EH0054.20,A,1,1,23
C86,A,A.s,EH0054,21,EH0054.21,A,1,1,31
C86,A,A.s,EH0054,22,EH0054.22,A,1,1,31
C86,A,A.s,EH0054,23,EH0054.23,NA,NA,0,31
C86,A,A.s,EH0054,24,EH0054.24,NA,NA,0,31
C86,A,A.s,EH0054,25,EH0054.25,NA,NA,0,33
C86,A,A.s,EH0054,26,EH0054.26,NA,NA,0,33
C86,A,A.s,EH0054,27,EH0054.27,D,0,0,33
C86,A,A.s,EH0054,28,EH0054.28,A,1,1,33
C86,A,A.s,EH0054,29,EH0054.29,A,1,1,34
C86,A,A.s,EH0054,30,EH0054.30,D,0,0,34
C86,A,A.s,EH0054,31,EH0054.31,A,1,1,34
C86,A,A.s,EH0054,32,EH0054.32,NA,NA,0,34
C86,A,A.s,EH0057,1,EH0057.1,A,1,1,4
C86,A,A.s,EH0057,2,EH0057.2,A,1,1,4
C86,A,A.s,EH0057,3,EH0057.3,A,1,1,4
C86,A,A.s,EH0057,4,EH0057.4,A,1,1,4
C86,A,A.s,EH0057,5,EH0057.5,A,1,1,8
C86,A,A.s,EH0057,6,EH0057.6,A,1,1,8
C86,A,A.s,EH0057,7,EH0057.7,A,1,1,8
C86,A,A.s,EH0057,8,EH0057.8,A,1,1,8
C86,A,A.s,EH0057,9,EH0057.9,A,1,1,9
C86,A,A.s,EH0057,10,EH0057.10,A,1,1,9
C86,A,A.s,EH0057,11,EH0057.11,D,0,0,9
C86,A,A.s,EH0057,12,EH0057.12,A,1,1,9
C86,A,A.s,EH0057,13,EH0057.13,A,1,1,11
C86,A,A.s,EH0057,14,EH0057.14,?,NA,0,11
C86,A,A.s,EH0057,15,EH0057.15,A,1,1,11
C86,A,A.s,EH0057,16,EH0057.16,NA,NA,0,11
C86,A,A.s,EH0057,17,EH0057.17,A,1,1,21
C86,A,A.s,EH0057,18,EH0057.18,A,1,1,21
C86,A,A.s,EH0057,19,EH0057.19,A,1,1,21
C86,A,A.s,EH0057,20,EH0057.20,NA,NA,0,21
C86,A,A.s,EH0057,21,EH0057.21,A,1,1,28
C86,A,A.s,EH0057,22,EH0057.22,A,1,1,28
C86,A,A.s,EH0057,23,EH0057.23,NA,NA,0,28
C86,A,A.s,EH0057,24,EH0057.24,NA,NA,0,28
C86,A,A.s,EH0057,25,EH0057.25,A,1,1,35
C86,A,A.s,EH0057,26,EH0057.26,A,1,1,35
C86,A,A.s,EH0057,27,EH0057.27,A,1,1,35
C86,A,A.s,EH0057,28,EH0057.28,A,1,1,35
C86,A,A.s,EH0057,29,EH0057.29,A,1,1,42
C86,A,A.s,EH0057,30,EH0057.30,NA,NA,0,42
C86,A,A.s,EH0057,31,EH0057.31,A,1,1,42
C86,A,A.s,EH0057,32,EH0057.32,?,NA,0,42
C86,A,A.s,EH0058,1,EH0058.1,A,1,1,5
C86,A,A.s,EH0058,2,EH0058.2,NA,NA,0,5
C86,A,A.s,EH0058,3,EH0058.3,D,0,0,5
C86,A,A.s,EH0058,4,EH0058.4,A,1,1,5
C86,A,A.s,EH0058,5,EH0058.5,A,1,1,6
C86,A,A.s,EH0058,6,EH0058.6,A,1,1,6
C86,A,A.s,EH0058,7,EH0058.7,NA,NA,0,6
C86,A,A.s,EH0058,8,EH0058.8,NA,NA,0,6
C86,A,A.s,EH0058,9,EH0058.9,NA,NA,0,24
C86,A,A.s,EH0058,10,EH0058.10,A,1,1,24
C86,A,A.s,EH0058,11,EH0058.11,NA,NA,0,24
C86,A,A.s,EH0058,12,EH0058.12,D,0,0,24
C86,A,A.s,EH0058,13,EH0058.13,NA,NA,0,26
C86,A,A.s,EH0058,14,EH0058.14,NA,NA,0,26
C86,A,A.s,EH0058,15,EH0058.15,NA,NA,0,26
C86,A,A.s,EH0058,16,EH0058.16,NA,NA,0,26
C86,A,A.s,EH0058,17,EH0058.17,A,1,1,32
C86,A,A.s,EH0058,18,EH0058.18,NA,NA,0,32
C86,A,A.s,EH0058,19,EH0058.19,A,1,1,32
C86,A,A.s,EH0058,20,EH0058.20,A,1,1,32
C86,A,A.s,EH0058,21,EH0058.21,A,1,1,35
C86,A,A.s,EH0058,22,EH0058.22,A,1,1,35
C86,A,A.s,EH0058,23,EH0058.23,A,1,1,35
C86,A,A.s,EH0058,24,EH0058.24,NA,NA,0,35
C86,A,A.s,EH0058,25,EH0058.25,D,0,0,36
C86,A,A.s,EH0058,26,EH0058.26,NA,NA,0,36
C86,A,A.s,EH0058,27,EH0058.27,NA,NA,0,36
C86,A,A.s,EH0058,28,EH0058.28,NA,NA,0,36
C86,A,A.s,EH0058,29,EH0058.29,A,1,1,41
C86,A,A.s,EH0058,30,EH0058.30,A,1,1,41
C86,A,A.s,EH0058,31,EH0058.31,A,1,1,41
C86,A,A.s,EH0058,32,EH0058.32,NA,NA,0,41
C86,A,A.s,EH0060,1,EH0060.1,A,1,1,3
C86,A,A.s,EH0060,2,EH0060.2,A,1,1,3
C86,A,A.s,EH0060,3,EH0060.3,A,1,1,3
C86,A,A.s,EH0060,4,EH0060.4,A,1,1,3
C86,A,A.s,EH0060,5,EH0060.5,A,1,1,23
C86,A,A.s,EH0060,6,EH0060.6,A,1,1,23
C86,A,A.s,EH0060,7,EH0060.7,A,1,1,23
C86,A,A.s,EH0060,8,EH0060.8,NA,NA,0,23
C86,A,A.s,EH0060,9,EH0060.9,A,1,1,26
C86,A,A.s,EH0060,10,EH0060.10,A,1,1,26
C86,A,A.s,EH0060,11,EH0060.11,A,1,1,26
C86,A,A.s,EH0060,12,EH0060.12,A,1,1,26
C86,A,A.s,EH0060,13,EH0060.13,A,1,1,30
C86,A,A.s,EH0060,14,EH0060.14,A,1,1,30
C86,A,A.s,EH0060,15,EH0060.15,A,1,1,30
C86,A,A.s,EH0060,16,EH0060.16,A,1,1,30
C86,A,A.s,EH0060,17,EH0060.17,A,1,1,31
C86,A,A.s,EH0060,18,EH0060.18,A,1,1,31
C86,A,A.s,EH0060,19,EH0060.19,A,1,1,31
C86,A,A.s,EH0060,20,EH0060.20,A,1,1,31
C86,A,A.s,EH0060,21,EH0060.21,A,1,1,35
C86,A,A.s,EH0060,22,EH0060.22,A,1,1,35
C86,A,A.s,EH0060,23,EH0060.23,A,1,1,35
C86,A,A.s,EH0060,24,EH0060.24,A,1,1,35
C86,A,A.s,EH0060,25,EH0060.25,A,1,1,40
C86,A,A.s,EH0060,26,EH0060.26,A,1,1,40
C86,A,A.s,EH0060,27,EH0060.27,A,1,1,40
C86,A,A.s,EH0060,28,EH0060.28,A,1,1,40
C86,A,A.s,EH0060,29,EH0060.29,A,1,1,42
C86,A,A.s,EH0060,30,EH0060.30,A,1,1,42
C86,A,A.s,EH0060,31,EH0060.31,A,1,1,42
C86,A,A.s,EH0060,32,EH0060.32,A,1,1,42
C86,A,A.s,EH0061,1,EH0061.1,A,1,1,7
C86,A,A.s,EH0061,2,EH0061.2,A,1,1,7
C86,A,A.s,EH0061,3,EH0061.3,A,1,1,7
C86,A,A.s,EH0061,4,EH0061.4,A,1,1,7
C86,A,A.s,EH0061,5,EH0061.5,A,1,1,8
C86,A,A.s,EH0061,6,EH0061.6,A,1,1,8
C86,A,A.s,EH0061,7,EH0061.7,A,1,1,8
C86,A,A.s,EH0061,8,EH0061.8,A,1,1,8
C86,A,A.s,EH0061,9,EH0061.9,A,1,1,10
C86,A,A.s,EH0061,10,EH0061.10,A,1,1,10
C86,A,A.s,EH0061,11,EH0061.11,A,1,1,10
C86,A,A.s,EH0061,12,EH0061.12,A,1,1,10
C86,A,A.s,EH0061,13,EH0061.13,NA,NA,0,14
C86,A,A.s,EH0061,14,EH0061.14,A,1,1,14
C86,A,A.s,EH0061,15,EH0061.15,A,1,1,14
C86,A,A.s,EH0061,16,EH0061.16,A,1,1,14
C86,A,A.s,EH0061,17,EH0061.17,A,1,1,18
C86,A,A.s,EH0061,18,EH0061.18,A,1,1,18
C86,A,A.s,EH0061,19,EH0061.19,A,1,1,18
C86,A,A.s,EH0061,20,EH0061.20,A,1,1,18
C86,A,A.s,EH0061,21,EH0061.21,A,1,1,33
C86,A,A.s,EH0061,22,EH0061.22,NA,NA,0,33
C86,A,A.s,EH0061,23,EH0061.23,NA,NA,0,33
C86,A,A.s,EH0061,24,EH0061.24,NA,NA,0,33
C86,A,A.s,EH0061,25,EH0061.25,A,1,1,34
C86,A,A.s,EH0061,26,EH0061.26,A,1,1,34
C86,A,A.s,EH0061,27,EH0061.27,A,1,1,34
C86,A,A.s,EH0061,28,EH0061.28,A,1,1,34
C86,A,A.s,EH0061,29,EH0061.29,A,1,1,36
C86,A,A.s,EH0061,30,EH0061.30,A,1,1,36
C86,A,A.s,EH0061,31,EH0061.31,A,1,1,36
C86,A,A.s,EH0061,32,EH0061.32,A,1,1,36
C86,A,A.s,EH0062,1,EH0062.1,A,1,1,4
C86,A,A.s,EH0062,2,EH0062.2,A,1,1,4
C86,A,A.s,EH0062,3,EH0062.3,A,1,1,4
C86,A,A.s,EH0062,4,EH0062.4,A,1,1,4
C86,A,A.s,EH0062,5,EH0062.5,NA,NA,0,9
C86,A,A.s,EH0062,6,EH0062.6,A,1,1,9
C86,A,A.s,EH0062,7,EH0062.7,A,1,1,9
C86,A,A.s,EH0062,8,EH0062.8,A,1,1,9
C86,A,A.s,EH0062,9,EH0062.9,A,1,1,22
C86,A,A.s,EH0062,10,EH0062.10,A,1,1,22
C86,A,A.s,EH0062,11,EH0062.11,D,0,0,22
C86,A,A.s,EH0062,12,EH0062.12,A,1,1,22
C86,A,A.s,EH0062,13,EH0062.13,A,1,1,25
C86,A,A.s,EH0062,14,EH0062.14,NA,NA,0,25
C86,A,A.s,EH0062,15,EH0062.15,NA,NA,0,25
C86,A,A.s,EH0062,16,EH0062.16,A,1,1,25
C86,A,A.s,EH0062,17,EH0062.17,A,1,1,32
